1.6666666,0,0.374,0.626,0.9568,0.73046875,1,0.73046875,1.6666666,0,0.374,0.626,0.9568,0.73046875,1,0.73046875,1.6666666,0,0.374,0.626,0.9568,0.73046875,1,0.73046875,0,0,0,0.11,0,1,0.11,0,1,3
1,0,1,0,0,0.460227273,0,0.332386364,1,0,1,0,0,0.460227273,0,0.332386364,1,0,1,0,0,0.460227273,0,0.332386364,0.33,0,1,0.11,0,1,0.33,0,1,7
1.9,0.075,0.848,0.077,0.0689,0.012727273,0.2,0.012727273,2,0.075,0.848,0.077,0.0689,0.012727273,0.2,0.012727273,2,0.075,0.848,0.077,0.0689,0.012727273,0.2,0.012727273,0.25,0,1,0.25,0,1,0,0,0,6
2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6,0,0.93,0.07,0.3612,0.26,1,0.26,2,0,0.93,0.07,0.3612,0.26,1,0.26,2,0,0.93,0.07,0.3612,0.26,1,0.26,0.11,0,1,0.11,0,1,0,0,0,6
2.5,0.233,0.493,0.274,0.1511,0.1,-1,0.1,2,0.233,0.493,0.274,0.1511,0.1,-1,0.1,2,0.233,0.493,0.274,0.1511,0.1,-1,0.1,0.89,1,1,0.89,1,1,1,1,1,7
2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.1,0.674,0.226,0.8007,0.28,0.333333333,0.28,2,0.1,0.674,0.226,0.8007,0.28,0.333333333,0.28,2,0.1,0.674,0.226,0.8007,0.28,0.333333333,0.28,0,0,0,0,0,0,0,0,0,0
1.5,0,1,0,0,0,0,0,1.5,0,1,0,0,0,0,0,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.75,0,0.874,0.126,0.7941,0.325,1,0.325,2,0,0.874,0.126,0.7941,0.325,1,0.325,2,0,0.874,0.126,0.7941,0.325,1,0.325,0,0,0,0,0,0,0,0,0,0
1.6666666,0.064,0.873,0.063,-0.0516,-0.14,-0.5,-0.14,2,0.064,0.873,0.063,-0.0516,-0.14,-0.5,-0.14,2,0.064,0.873,0.063,-0.0516,-0.14,-0.5,-0.14,0,0,0,0,0,0,0.11,0,1,1
1,0,0.85,0.15,0.4389,-0.05,-1,-0.05,2,0,0.85,0.15,0.4389,-0.05,-1,-0.05,2,0,0.85,0.15,0.4389,-0.05,-1,-0.05,0,0,0,0,0,0,0.22,0,1,1
1.3333334,0.205,0.651,0.144,-0.1531,0,-1,0,2,0.205,0.651,0.144,-0.1531,0,-1,0,2,0.205,0.651,0.144,-0.1531,0,-1,0,0.25,0,1,0.12,0,1,0.22,0,1,7
1.25,0.042,0.958,0,-0.3296,0.053703704,0.5,0.053703704,2,0.042,0.958,0,-0.3296,0.053703704,0.5,0.053703704,2,0.042,0.958,0,-0.3296,0.053703704,0.5,0.053703704,0,0,0,0,0,0,0,0,0,0
1.5555556,0.102,0.871,0.027,-0.7543,0.2375,-0.333333333,0.2375,1,0.102,0.871,0.027,-0.7543,0.2375,-0.333333333,0.2375,1,0.102,0.871,0.027,-0.7543,0.2375,-0.333333333,0.2375,0.25,0,1,0.12,0,1,0.22,0,1,7
1.75,0.155,0.803,0.042,-0.7242,0.24,0,0.24,2.5,0.155,0.803,0.042,-0.7242,0.24,0,0.24,2.5,0.155,0.803,0.042,-0.7242,0.24,0,0.24,0.22,0,1,0.11,0,1,0,0,0,6
2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.508,0.492,0.4404,0.1,0,0.1,2,0,0.508,0.492,0.4404,0.1,0,0.1,2,0,0.508,0.492,0.4404,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0
2.5,0.097,0.903,0,-0.4404,0.5,1,0.5,2,0.097,0.903,0,-0.4404,0.5,1,0.5,2,0.097,0.903,0,-0.4404,0.5,1,0.5,0.12,0,1,0.12,0,1,0,0,0,6
2,0.108,0.752,0.14,0.5216,0.156709957,-0.2,0.156709957,2,0.108,0.752,0.14,0.5216,0.156709957,-0.2,0.156709957,2,0.108,0.752,0.14,0.5216,0.156709957,-0.2,0.156709957,0,0,0,0.06,0,1,0,0,0,2
2.375,0.083,0.743,0.173,0.836,0.227777778,0.428571429,0.227777778,2.5,0.083,0.743,0.173,0.836,0.227777778,0.428571429,0.227777778,2.5,0.083,0.743,0.173,0.836,0.227777778,0.428571429,0.227777778,0,0,0,0,0,0,0.11,0,1,1
1,0.106,0.823,0.072,-0.6765,0.033035714,0.5,0.033035714,1,0.106,0.823,0.072,-0.6765,0.033035714,0.5,0.033035714,1,0.106,0.823,0.072,-0.6765,0.033035714,0.5,0.033035714,0,0,0,0,0,0,0.11,0,1,1
2,0,1,0,0,0.014880952,1,0.014880952,2,0,1,0,0,0.014880952,1,0.014880952,2,0,1,0,0,0.014880952,1,0.014880952,0.11,0,1,0,0,0,0,0,0,4
2,0.024,0.957,0.019,-0.1027,0.146969697,-0.666666667,0.146969697,2,0.024,0.957,0.019,-0.1027,0.146969697,-0.666666667,0.146969697,2,0.024,0.957,0.019,-0.1027,0.146969697,-0.666666667,0.146969697,0,0,0,0,0,0,0.11,0,1,1
1,0.288,0.712,0,-0.836,-0.295833333,-1,-0.295833333,1,0.288,0.712,0,-0.836,-0.295833333,-1,-0.295833333,1,0.288,0.712,0,-0.836,-0.295833333,-1,-0.295833333,1,1,1,0.89,1,1,0.89,1,1,7
1,0.288,0.712,0,-0.836,-0.295833333,-1,-0.295833333,1,0.288,0.712,0,-0.836,-0.295833333,-1,-0.295833333,1,0.288,0.712,0,-0.836,-0.295833333,-1,-0.295833333,0.67,1,1,0.67,1,1,0.44,0,1,7
2,0,0.886,0.114,0.6124,0.01875,0,0.01875,2,0,0.886,0.114,0.6124,0.01875,0,0.01875,2,0,0.886,0.114,0.6124,0.01875,0,0.01875,0,0,0,0.06,0,1,0,0,0,2
1.6666666,0,0.868,0.132,0.4404,0.45,1,0.45,1.6666666,0,0.868,0.132,0.4404,0.45,1,0.45,1.6666666,0,0.868,0.132,0.4404,0.45,1,0.45,0,0,0,0,0,0,0,0,0,0
1.6,0.155,0.845,0,-0.6312,-0.1,-1,-0.1,1.6,0.155,0.845,0,-0.6312,-0.1,-1,-0.1,1.6,0.155,0.845,0,-0.6312,-0.1,-1,-0.1,0.06,0,1,0,0,0,0,0,0,4
1.6,0.287,0.668,0.045,-0.9228,0,-1,0,1.6666666,0.287,0.668,0.045,-0.9228,0,-1,0,1.6666666,0.287,0.668,0.045,-0.9228,0,-1,0,0,0,0,0,0,0,0,0,0,0
1,0.185,0.815,0,-0.3612,0,-1,0,1,0.185,0.815,0,-0.3612,0,-1,0,1,0.185,0.815,0,-0.3612,0,-1,0,0.29,0,1,0.29,0,1,0.22,0,1,7
1.8333334,0.126,0.813,0.061,-0.8818,-0.166666667,-0.333333333,-0.166666667,1.5,0.126,0.813,0.061,-0.8818,-0.166666667,-0.333333333,-0.166666667,1.5,0.126,0.813,0.061,-0.8818,-0.166666667,-0.333333333,-0.166666667,0.25,0,1,0.25,0,1,0,0,0,6
1.5,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.22,0,1,1
1.6,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.794,0.206,0.4404,0,1,0,2,0,0.794,0.206,0.4404,0,1,0,2,0,0.794,0.206,0.4404,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0.217,0.783,0,-0.3612,0,0,0,2,0.217,0.783,0,-0.3612,0,0,0,2,0.217,0.783,0,-0.3612,0,0,0,0,0,0,0,0,0,0.11,0,1,1
2,0,1,0,0,0.093181818,0,0.093181818,2,0,1,0,0,0.093181818,0,0.093181818,2,0,1,0,0,0.093181818,0,0.093181818,0,0,0,0,0,0,0,0,0,0
1,0.098,0.72,0.182,0.296,0,0,0,1,0.098,0.72,0.182,0.296,0,0,0,1,0.098,0.72,0.182,0.296,0,0,0,0,0,0,0,0,0,0.11,0,1,1
1.5,0,0.85,0.15,0.4364,0.222222222,0,0.222222222,1.5,0,0.85,0.15,0.4364,0.222222222,0,0.222222222,1.5,0,0.85,0.15,0.4364,0.222222222,0,0.222222222,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0.045454545,-1,0.045454545,2,0,1,0,0,0.045454545,-1,0.045454545,2,0,1,0,0,0.045454545,-1,0.045454545,0,0,0,0,0,0,0,0,0,0
1,0.111,0.657,0.233,0.4526,-0.1,-0.333333333,-0.1,2,0.111,0.657,0.233,0.4526,-0.1,-0.333333333,-0.1,2,0.111,0.657,0.233,0.4526,-0.1,-0.333333333,-0.1,0.25,0,1,0.25,0,1,0,0,0,6
1.5,0,0.645,0.355,0.7326,0,-1,0,2,0,0.645,0.355,0.7326,0,-1,0,2,0,0.645,0.355,0.7326,0,-1,0,0.12,0,1,0,0,0,0.11,0,1,5
1.5,0.167,0.768,0.065,-0.7996,0.197222222,0.5,0.197222222,3,0.167,0.768,0.065,-0.7996,0.197222222,0.5,0.197222222,3,0.167,0.768,0.065,-0.7996,0.197222222,0.5,0.197222222,0,0,0,0,0,0,0.11,0,1,1
1.5,0.171,0.692,0.137,-0.21,0,-1,0,1.5,0.171,0.692,0.137,-0.21,0,-1,0,1.5,0.171,0.692,0.137,-0.21,0,-1,0,0.22,0,1,0.33,0,1,0,0,0,6
1.5,0.195,0.805,0,-0.5255,-0.5,-1,-0.5,1.5,0.195,0.805,0,-0.5255,-0.5,-1,-0.5,1.5,0.195,0.805,0,-0.5255,-0.5,-1,-0.5,0.22,0,1,0.22,0,1,0.33,0,1,7
2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2,0.103,0.696,0.201,0.9188,0.269722222,0.777777778,0.269722222,2,0.103,0.696,0.201,0.9188,0.269722222,0.777777778,0.269722222,2,0.103,0.696,0.201,0.9188,0.269722222,0.777777778,0.269722222,0,0,0,0.06,0,1,0,0,0,2
3,0,1,0,0,0.136363636,-1,0.136363636,2,0,1,0,0,0.136363636,-1,0.136363636,2,0,1,0,0,0.136363636,-1,0.136363636,0.25,0,1,0.38,0,1,0.67,1,1,7
1.25,0.085,0.847,0.068,-0.2037,0.225,0,0.225,2,0.085,0.847,0.068,-0.2037,0.225,0,0.225,2,0.085,0.847,0.068,-0.2037,0.225,0,0.225,0.33,0,1,0.22,0,1,0.11,0,1,7
1.5,0,1,0,0,0.233333333,0,0.233333333,1.5,0,1,0,0,0.233333333,0,0.233333333,1.5,0,1,0,0,0.233333333,0,0.233333333,0.12,0,1,0.12,0,1,0,0,0,6
2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.129,0.668,0.203,-0.0752,0.366666667,0,0.366666667,2,0.129,0.668,0.203,-0.0752,0.366666667,0,0.366666667,2,0.129,0.668,0.203,-0.0752,0.366666667,0,0.366666667,0.12,0,1,0,0,0,0.11,0,1,5
2.5,0,0.595,0.405,0.665,0.25,1,0.25,2,0,0.595,0.405,0.665,0.25,1,0.25,2,0,0.595,0.405,0.665,0.25,1,0.25,0,0,0,0.12,0,1,0,0,0,2
1.5714285,0.123,0.835,0.042,-0.802,0.024206349,0.2,0.024206349,2.5,0.123,0.835,0.042,-0.802,0.024206349,0.2,0.024206349,2.5,0.123,0.835,0.042,-0.802,0.024206349,0.2,0.024206349,0.38,0,1,0.25,0,1,0.11,0,1,7
1.875,0.111,0.814,0.075,-0.8402,-0.016666667,-0.6,-0.016666667,1.8571428,0.111,0.814,0.075,-0.8402,-0.016666667,-0.6,-0.016666667,1.8571428,0.111,0.814,0.075,-0.8402,-0.016666667,-0.6,-0.016666667,0.22,0,1,0.22,0,1,0.22,0,1,7
2,0.26,0.668,0.072,-0.8074,-0.196875,-0.666666667,-0.196875,1,0.26,0.668,0.072,-0.8074,-0.196875,-0.666666667,-0.196875,1,0.26,0.668,0.072,-0.8074,-0.196875,-0.666666667,-0.196875,0.22,0,1,0.33,0,1,0.56,1,1,7
2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.231,0.769,0,-0.128,0.1,-1,0.1,2,0.231,0.769,0,-0.128,0.1,-1,0.1,2,0.231,0.769,0,-0.128,0.1,-1,0.1,0.14,0,1,0.14,0,1,0.22,0,1,7
1.6,0.181,0.725,0.094,-0.9397,-0.256944444,-0.538461538,-0.256944444,2,0.181,0.725,0.094,-0.9397,-0.256944444,-0.538461538,-0.256944444,2,0.181,0.725,0.094,-0.9397,-0.256944444,-0.538461538,-0.256944444,0.56,1,1,0.56,1,1,0.56,1,1,7
2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0.38,0,1,0.38,0,1,0.33,0,1,7
2.5,0.035,0.865,0.1,0.5994,0.325,-0.333333333,0.325,2,0.035,0.865,0.1,0.5994,0.325,-0.333333333,0.325,2,0.035,0.865,0.1,0.5994,0.325,-0.333333333,0.325,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0.266666667,1,0.266666667,2,0,1,0,0,0.266666667,1,0.266666667,2,0,1,0,0,0.266666667,1,0.266666667,0,0,0,0,0,0,0,0,0,0
2.5,0,0.842,0.158,0.4574,0.3125,0,0.3125,2,0,0.842,0.158,0.4574,0.3125,0,0.3125,2,0,0.842,0.158,0.4574,0.3125,0,0.3125,0,0,0,0,0,0,0,0,0,0
2,0,0.881,0.119,0.4404,0,0,0,2,0,0.881,0.119,0.4404,0,0,0,2,0,0.881,0.119,0.4404,0,0,0,0,0,0,0,0,0,0.11,0,1,1
2,0.063,0.714,0.223,0.7876,0.08,0.5,0.08,2,0.063,0.714,0.223,0.7876,0.08,0.5,0.08,2,0.063,0.714,0.223,0.7876,0.08,0.5,0.08,0,0,0,0,0,0,0,0,0,0
2.5,0,0.843,0.157,0.6369,0.15625,1,0.15625,3,0,0.843,0.157,0.6369,0.15625,1,0.15625,3,0,0.843,0.157,0.6369,0.15625,1,0.15625,0,0,0,0,0,0,0,0,0,0
1.6,0.239,0.761,0,-0.9854,0.057142857,-1,0.057142857,2,0.239,0.761,0,-0.9854,0.057142857,-1,0.057142857,2,0.239,0.761,0,-0.9854,0.057142857,-1,0.057142857,0.14,0,1,0,0,0,0.11,0,1,5
2,0.155,0.789,0.057,-0.7146,0.095833333,-0.5,0.095833333,2,0.155,0.789,0.057,-0.7146,0.095833333,-0.5,0.095833333,2,0.155,0.789,0.057,-0.7146,0.095833333,-0.5,0.095833333,0.12,0,1,0,0,0,0.11,0,1,5
2,0,0.839,0.161,0.3612,0,1,0,2,0,0.839,0.161,0.3612,0,1,0,2,0,0.839,0.161,0.3612,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.041,0.959,0,-0.296,0.2,-1,0.2,1.5,0.041,0.959,0,-0.296,0.2,-1,0.2,1.5,0.041,0.959,0,-0.296,0.2,-1,0.2,0,0,0,0,0,0,0.22,0,1,1
1.5,0.131,0.831,0.038,-0.7345,0.183333333,-1,0.183333333,1.5,0.131,0.831,0.038,-0.7345,0.183333333,-1,0.183333333,1.5,0.131,0.831,0.038,-0.7345,0.183333333,-1,0.183333333,0.44,0,1,0.33,0,1,0.33,0,1,7
1.75,0.293,0.62,0.087,-0.9577,0.128571429,-0.6,0.128571429,1.5,0.293,0.62,0.087,-0.9577,0.128571429,-0.6,0.128571429,1.5,0.293,0.62,0.087,-0.9577,0.128571429,-0.6,0.128571429,0,0,0,0,0,0,0.11,0,1,1
2.3333333,0,0.851,0.149,0.2732,0.55,0,0.55,2.3333333,0,0.851,0.149,0.2732,0.55,0,0.55,2.3333333,0,0.851,0.149,0.2732,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0
1,0.211,0.789,0,-0.1531,0.2,-1,0.2,1,0.211,0.789,0,-0.1531,0.2,-1,0.2,1,0.211,0.789,0,-0.1531,0.2,-1,0.2,0.11,0,1,0.22,0,1,0,0,0,6
3,0.075,0.825,0.1,0,0.258333333,1,0.258333333,3,0.075,0.825,0.1,0,0.258333333,1,0.258333333,3,0.075,0.825,0.1,0,0.258333333,1,0.258333333,0.11,0,1,0.11,0,1,0,0,0,6
2.5,0.143,0.604,0.253,0.25,0.5,1,0.5,2,0.143,0.604,0.253,0.25,0.5,1,0.5,2,0.143,0.604,0.253,0.25,0.5,1,0.5,0,0,0,0,0,0,0.11,0,1,1
1.5,0.39,0.511,0.099,-0.7902,0.05,-1,0.05,2,0.39,0.511,0.099,-0.7902,0.05,-1,0.05,2,0.39,0.511,0.099,-0.7902,0.05,-1,0.05,0.89,1,1,0.78,1,1,0.6,1,1,7
1.75,0.314,0.65,0.036,-0.9907,-0.03452381,-0.75,-0.042708333,2,0.314,0.65,0.036,-0.9907,-0.03452381,-0.75,-0.042708333,2,0.314,0.65,0.036,-0.9907,-0.03452381,-0.75,-0.042708333,0.25,0,1,0.25,0,1,0.11,0,1,7
1,0.204,0.796,0,-0.8481,-0.05,-1,-0.05,1,0.204,0.796,0,-0.8481,-0.05,-1,-0.05,1,0.204,0.796,0,-0.8481,-0.05,-1,-0.05,0.33,0,1,0.33,0,1,0.56,1,1,7
1.75,0.083,0.823,0.094,0.0316,0.089583333,-1,0.089583333,1,0.083,0.823,0.094,0.0316,0.089583333,-1,0.089583333,1,0.083,0.823,0.094,0.0316,0.089583333,-1,0.089583333,0.25,0,1,0.12,0,1,0.44,0,1,7
1.5384616,0.205,0.732,0.063,-0.9606,0.028333333,-0.8,0.028333333,1.4545455,0.205,0.732,0.063,-0.9606,0.028333333,-0.8,0.028333333,1.4545455,0.205,0.732,0.063,-0.9606,0.028333333,-0.8,0.028333333,0.43,0,1,0.43,0,1,0.33,0,1,7
1.8125,0.166,0.747,0.086,-0.897,0.205555556,-0.5,0.205555556,1.6666666,0.166,0.747,0.086,-0.897,0.205555556,-0.5,0.205555556,1.6666666,0.166,0.747,0.086,-0.897,0.205555556,-0.5,0.205555556,0.22,0,1,0.11,0,1,0.11,0,1,7
2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,-0.25,-1,-0.25,2,0,1,0,0,-0.25,-1,-0.25,2,0,1,0,0,-0.25,-1,-0.25,0.11,0,1,0.11,0,1,0.22,0,1,7
2,0.198,0.802,0,-0.7691,0.55,-1,0.55,2,0.198,0.802,0,-0.7691,0.55,-1,0.55,2,0.198,0.802,0,-0.7691,0.55,-1,0.55,0.25,0,1,0.25,0,1,0,0,0,6
2,0.256,0.581,0.163,-0.3818,0.35,-1,0.35,2,0.256,0.581,0.163,-0.3818,0.35,-1,0.35,2,0.256,0.581,0.163,-0.3818,0.35,-1,0.35,0.33,0,1,0.22,0,1,0.44,0,1,7
3,0.31,0.69,0,-0.6705,-0.2,-1,-0.2,3,0.31,0.69,0,-0.6705,-0.2,-1,-0.2,3,0.31,0.69,0,-0.6705,-0.2,-1,-0.2,0.29,0,1,0.29,0,1,0.22,0,1,7
1.75,0.168,0.7,0.132,-0.1065,0.25,0.333333333,0.25,1.75,0.168,0.7,0.132,-0.1065,0.25,0.333333333,0.25,1.75,0.168,0.7,0.132,-0.1065,0.25,0.333333333,0.25,0.11,0,1,0.11,0,1,0.44,0,1,7
2,0.368,0.632,0,-0.5423,0,0,0,2,0.368,0.632,0,-0.5423,0,0,0,2,0.368,0.632,0,-0.5423,0,0,0,0.89,1,1,0.78,1,1,1,1,1,7
2,0.492,0.312,0.196,-0.8602,0,0,0,3,0.492,0.312,0.196,-0.8602,0,0,0,3,0.492,0.312,0.196,-0.8602,0,0,0,1,1,1,0.89,1,1,1,1,1,7
2,0.562,0,0.438,-0.8402,0,0,0,2,0.562,0,0.438,-0.8402,0,0,0,2,0.562,0,0.438,-0.8402,0,0,0,0.67,1,1,0.44,0,1,0.78,1,1,7
1.5,0.156,0.623,0.221,0.2732,0.2,-0.5,0.2,2,0.156,0.623,0.221,0.2732,0.2,-0.5,0.2,2,0.156,0.623,0.221,0.2732,0.2,-0.5,0.2,0,0,0,0,0,0,0,0,0,0
1,0.255,0.659,0.086,-0.7329,0.0625,-1,0.0625,2,0.255,0.659,0.086,-0.7329,0.0625,-1,0.0625,2,0.255,0.659,0.086,-0.7329,0.0625,-1,0.0625,0.11,0,1,0.11,0,1,0.22,0,1,7
1.7142857,0.143,0.816,0.041,-0.9002,-0.065,-0.428571429,-0.065,2,0.143,0.816,0.041,-0.9002,-0.065,-0.428571429,-0.065,2,0.143,0.816,0.041,-0.9002,-0.065,-0.428571429,-0.065,0.44,0,1,0.33,0,1,0,0,0,6
1.6,0.085,0.788,0.126,0.3599,-0.0625,-1,-0.0625,1.6,0.085,0.788,0.126,0.3599,-0.0625,-1,-0.0625,1.6,0.085,0.788,0.126,0.3599,-0.0625,-1,-0.0625,0.22,0,1,0.33,0,1,0.56,1,1,7
1.3333334,0.218,0.705,0.077,-0.6361,-0.52,-1,-0.52,1.3333334,0.218,0.705,0.077,-0.6361,-0.52,-1,-0.52,1.3333334,0.218,0.705,0.077,-0.6361,-0.52,-1,-0.52,0.11,0,1,0.08,0,1,0.16,0,1,7
3,0,0.541,0.459,0.8537,0.75,1,0.75,2,0,0.541,0.459,0.8537,0.75,1,0.75,2,0,0.541,0.459,0.8537,0.75,1,0.75,0,0,0,0,0,0,0,0,0,0
1.6666666,0,0.954,0.046,0.4404,0.204017857,1,0.204017857,2,0,0.954,0.046,0.4404,0.204017857,1,0.204017857,2,0,0.954,0.046,0.4404,0.204017857,1,0.204017857,0,0,0,0,0,0,0,0,0,0
1.5,0,1,0,0,0.1,0,0.1,2,0,1,0,0,0.1,0,0.1,2,0,1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0
2,0.072,0.893,0.035,-0.5423,0.064583333,-0.2,0.064583333,2,0.072,0.893,0.035,-0.5423,0.064583333,-0.2,0.064583333,2,0.072,0.893,0.035,-0.5423,0.064583333,-0.2,0.064583333,0.13,0,1,0,0,0,0.33,0,1,5
1.8571428,0.195,0.705,0.1,-0.8958,0.05,-0.428571429,0.05,2,0.195,0.705,0.1,-0.8958,0.05,-0.428571429,0.05,2,0.195,0.705,0.1,-0.8958,0.05,-0.428571429,0.05,0.44,0,1,0.44,0,1,0.11,0,1,7
1.8571428,0.197,0.702,0.101,-0.8958,0.0375,-0.428571429,0.0375,2,0.197,0.702,0.101,-0.8958,0.0375,-0.428571429,0.0375,2,0.197,0.702,0.101,-0.8958,0.0375,-0.428571429,0.0375,0.25,0,1,0.25,0,1,0.33,0,1,7
1.3333334,0.209,0.693,0.099,-0.9534,0.0046875,-0.666666667,0.0046875,1,0.209,0.693,0.099,-0.9534,0.0046875,-0.666666667,0.0046875,1,0.209,0.693,0.099,-0.9534,0.0046875,-0.666666667,0.0046875,0.59,1,1,0.48,0,1,0.44,0,1,7
2.5,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0.56,1,1,0.33,0,1,0.56,1,1,7
